title,link,description,published,contributors
Volodymyr Zelenskiy: from comedian to Ukraine’s president and warrior,https://www.theguardian.com/australia-news/audio/2022/mar/01/volodymyr-zelenskiy-from-comedian-to-ukraines-president-and-warrior,"When comic and actor Volodymyr Zelenskiy ran for the Ukrainian presidency in 2019 he was treated as a joke. Now, as Luke Harding reports from Lviv, he personifies the defiance and dignity of Ukraine’s embattled population",2022-03-01,"Presented by Michael Safi with Luke Harding. Produced by Thomas Glasser, Ruth Abrahams, Axel Kacoutié and Weronika Strzyżyńska. Executive producers Mythili Rao  and Phil Maynard."
A family flees Kyiv,https://www.theguardian.com/australia-news/audio/2022/mar/01/a-family-flees-kyiv,"Thousands of Ukrainians are streaming out of the capital. As the Russian attack continues, the residents who remain are taking cover and taking up arms, Emma Graham-Harrison reports",2022-03-01,Presented by Michael Safi with Emma Graham-Harrison and Ilyas Verdiev; produced by Alex Atack and Axel Kacoutié; executive producers Mythili Rao and Phil Maynard; assistant production from Jake Morcom.
The dangers of big money and political campaigns,https://www.theguardian.com/australia-news/audio/2022/feb/28/the-dangers-of-big-money-and-political-campaigns,"The chairman of the United Australia party, Clive Palmer, says he’ll spend more than $80m on his party’s campaign in the upcoming election, making it the most expensive campaign in Australian history. This has reignited calls to reform the huge amounts of money poured into political campaigns and advertising.Reporter Christopher Knaus talks to Laura Murphy-Oates about the influence of money in federal politics and how calls for reform continue to go ignored",2022-02-28,"Presented by Laura Murphy-Oates with reporting by Christopher Knaus. Produced by Jake Morcom, Karishma Luthria, Najma Sambul, Daniel Semo and Karla Arnall. Mixing and sound design by Joe Koning. Executive Producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates."
Saved For Later: Tom Cardy on being TikTok famous. Plus: will we survive the vibe shift?,https://www.theguardian.com/australia-news/audio/2022/feb/26/saved-for-later-tom-cardy-on-being-tiktok-famous-plus-will-we-survive-the-vibe-shift,Michael Sun is flying solo this week on Guardian Australia’s online culture podcast but he has two special guests. Matilda Boseley joins to mourn our fading relevance as we become victims of the vibe shift and ‘terminal trend velocity’. Then TikTok star Tom Cardy tells us about his overnight success and the struggles of making money on the platform – even with 1m followers,2022-02-26,"Presented by Michael Sun and Matilda Boseley. Produced by Miles Herbert, Joe Koning and Erielle Sudario. Executive produced by Steph Harmon and Miles Martignoni"
The day Putin invaded Ukraine,https://www.theguardian.com/australia-news/audio/2022/feb/25/the-day-putin-invaded-ukraine,"Russia has launched an invasion of Ukraine on several fronts, raising fears it could escalate into the most serious conflict Europe has seen since the second world war",2022-02-25,"Presented by Michael Safi with Emma Graham-Harrison, Luke Harding, Peter Beaumont and Andrew Roth; produced by Elizabeth Cassin, Hannah Moore,  Alex Atack and Rudi Zygadlo; executive producers Phil Maynard and Mythili Rao"
The risks of divisive politics with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/feb/25/the-risks-of-divisive-politics-with-lenore-taylor,"A political wedge is a tactic usually used to stir up controversy and debate with an opposing party. Over the last few weeks, the Coalition has attempted to ‘wedge’ Labor on various policies. So why have we seen so much of it lately, and what are the risks involved in playing into this kind of cynical politics? Gabrielle Jackson speaks to editor in chief Lenore Taylor and deputy news editor Jo Tovey about how the media covers wedge politics.",2022-02-25,Presented by Gabrielle Jackson with Lenore Taylor and Josephine Tovey. Produced by Miles Herbert and Camilla Hannan. Executive producer Miles Martignoni and Gabrielle Jackson
The power struggle over Australia’s dirtiest energy company,https://www.theguardian.com/australia-news/audio/2022/feb/24/the-power-struggle-over-australias-dirtiest-energy-company,"Australian tech billionaire Mike Cannon-Brookes has made a multibillion-dollar bid to buy energy company AGL – Australia’s biggest greenhouse gas emitter – and speed up its exit from coal. In response, prime minister Scott Morrison and AGL executives have warned this plan could raise electricity prices and cost jobs.Laura Murphy-Oates speaks to Guardian Australia’s climate and environment editor Adam Morton about this historic bid and what it says about Australia’s lack of planning for a cleaner future",2022-02-24,"Presented by Laura Murphy-Oates, and reported by Adam Morton. Produced by Allison Chan, Jane Lee, Najma Sambul, Karishma Luthria and Daniel Semo who also did the sound design. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Can anything stop Putin’s advance into Ukraine?,https://www.theguardian.com/australia-news/audio/2022/feb/23/can-anything-stop-putins-advance-into-ukraine,"After weeks of threats, Putin has ordered troops into eastern Ukraine. Shaun Walker and Patrick Wintour explain what the new stage of the crisis means for the country and its allies.",2022-02-23,"Presented by Hannah Moore with Shaun Walker and Patrick Wintour.  Produced by Sami Kent, Clizia Sala and Axel Kacoutié. Executive producers Mythili Raoand Phil Maynard. Additional production Karla Arnall"
Australia’s first transgender priest on breaking ground and a bruising month in politics,https://www.theguardian.com/australia-news/audio/2022/feb/23/australias-first-transgender-priest-on-breaking-ground-and-a-bruising-month-in-politics,"As debate over the religious discrimination bill – and the right for religious schools to expel transgender kids – reaches fever pitch, the Rev Josephine Inkpin carries on with the business of providing solace to those in need.Laura Murphy-Oates speaks to the first transgender minister appointed in a mainstream church about breaking ground, hope and why the battle for inclusion isn’t over",2022-02-23,"Presented by Laura Murphy-Oates with reporting by Celina Ribeiro. Produced by Jake Morcom, Karla Arnall and Joe Koning, who also did sound design. Mixing by Daniel Semo. Executive producers areMiles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Scott Morrison’s national security showdown,https://www.theguardian.com/australia-news/audio/2022/feb/22/how-morrison-is-gearing-up-for-a-national-security-election,"The Morrison government has been accused of weaponising national security in an attempt to sway the polls ahead of the election. The head of Australia’s spy agency Asio has also warned against stoking “community division”, saying it could have serious implications for Australia’s democracy.Laura Murphy-Oates speaks to Guardian Australia’s foreign affairs and defence correspondent, Daniel Hurst, about this strategy and how it will impact Labor, the Coalition and Australia’s democracy",2022-02-22,"Presented by Laura Murphy-Oates, reported by Daniel Hurst. Produced by Karla Arnall, Najma Sambul, Karishma Luthria and Daniel Semo who also did the sound design. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Muprhy-Oates."
The fall of Prince Andrew,https://www.theguardian.com/australia-news/audio/2022/feb/21/the-fall-of-prince-andrew,"The Duke of York faces a bill of millions of pounds after settling a sexual assault case with his accuser, Virginia Giuffre. This, in effect, ends his career in public life, says royal reporter Caroline Davies",2022-02-21,"Presented by Nosheen Iqbal with Caroline Davies; produced by Hannah Moore, Alex Atack, and Rudi Zygadlo. Executive Producers are Mythili Raoand Phil Maynard."
Threats to the foundations of Australian democracy – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/feb/18/threats-to-the-foundations-of-australian-democracy-with-lenore-taylor,"For years now there’s been a global discussion about falling trust in the media, governments and the democratic process. Australia has often been thought of as isolated from these problems but as we head into the upcoming federal election we are seeing increasing evidence a lack of trust is permeating society. Lucy Clark talks to Lenore Taylor and Gabrielle Chan about how we can repel these threats to Australia’s democracy",2022-02-18,Presented by Lucy Clark with Lenore Taylor and Gabrielle Chan. Produced by Miles Herbert and Camilla Hannan. The executive producer is Miles Martignoni
Can Australia save the koala?,https://www.theguardian.com/australia-news/audio/2022/feb/17/can-australia-save-the-koala,"The koala has been listed as endangered in NSW, Queensland and the ACT. The federal government has pledged a further $50m in funding and adopted a long- awaited national plan to recover koala populations – but is this too little, too late?Environment reporter, Lisa Cox, talks to Laura Murphy-Oates about how Australia’s beloved marsupial became endangered, and what we can do to prevent its extinction",2022-02-17,"Presented by Laura Murphy-Oates, reported by Lisa Cox. Produced by Jake Morcom, Karishma Luthria, and Allison Chan. Sound design by Daniel Semo. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
The Ukraine crisis from the streets of Kyiv,https://www.theguardian.com/australia-news/audio/2022/feb/16/the-ukraine-crisis-from-the-streets-of-kyiv,"As US intelligence sources warn of an imminent Russian invasion, residents of the Ukrainian capital are refusing to be cowed, reports Shaun Walker",2022-02-16,"Presented by Michael Safi with Shaun Walker in Kyiv. Produced by Alex Atack, Tom Glasser and Axel Kacoutié. Executive producers Phil Maynard and Mythili Rao. Additional production by Joe Koning, Daniel Semo and Laura Murphy-Oates"
Inside aged care’s deadliest Covid-19 wave,https://www.theguardian.com/australia-news/audio/2022/feb/15/inside-aged-cares-deadliest-covid-19-wave,"As Omicron continues to spread in aged care homes, mounting deaths and severe staff shortages have placed pressure on the federal Government to act urgently – but are they doing too little, too late?Guardian Australia medical editor Melissa Davey speaks to Laura Murphy-Oates on the stark realities being faced by frontline workers battling Covid-19.",2022-02-15,"Presented by Laura Murphy-Oates and reported by Melissa Davey. Produced by Jake Morcom, Karla Arnall and Camilla Hannan, who also did sound design and mixing. Executive producers are Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates."
Amy Remeikis: Morrison government and a year of reckoning for women,https://www.theguardian.com/australia-news/audio/2022/feb/14/amy-remeikis-morrison-government-and-a-year-of-reckoning-for-women,"It’s been one year since Brittany Higgins came forward with sexual assault allegations that shook the government. Last week she spoke at the National Press Club, alongside former Australian of the Year Grace Tame, about Scott Morrison’s failure to lead on this issue.Laura Murphy-Oates speaks to political reporter Amy Remeikis about how this tumultuous year inspired her book On Reckoning and the government’s response to a national reckoning",2022-02-14,"Presented by Laura Murphy-Oates, reporting by Amy Remeikis. Produced by Karla Arnall, Karishma Luthria and Joe Koning, who also did sound design and mixing. Executive producers Miles Martignoni, Gabrielle Jackson and Laura Murphy-Oates"
Saved For Later: Why do so many celebs have Bored Ape NFTs? Plus: our slightly mortifying histories of online dating,https://www.theguardian.com/australia-news/audio/2022/feb/12/saved-for-later-why-do-so-many-celebs-have-bored-ape-nfts-plus-our-slightly-mortifying-histories-of-online-dating,"In Guardian Australia’s online culture podcast, Alyx Gorman and Michael Sun take a look at the NFT craze that celebrities simply cannot stop talking about. Then, ahead of Valentine’s Day, Steph Harmon joins them for a nostalgic chat about how meeting people online has changed – from ICQ to Tinder",2022-02-12,"Presented by Alyx Gorman,  and Michael Sun with Steph Harmon. Produced by Miles Herbert and Joe Koning. Executive produced by Steph Harmon and Miles Martignoni"
Why do we pay the least for the jobs we value most? – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2022/feb/11/why-do-we-pay-the-least-for-the-jobs-we-value-most-with-lenore-taylor,"The pandemic has deepened a crisis of care in our society. Workforces across childcare, aged care and nursing are reeling from the impact of Covid, as providers struggle to fill severe staff shortages and workers fight for more pay and better conditions. Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about what’s being done – or not done – about this long-running crisis in essential services work",2022-02-11,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan . Executive producer Miles Martignoni
History in the making: Australia’s first Olympic curling team,https://www.theguardian.com/australia-news/audio/2022/feb/10/history-in-the-making-australias-first-olympic-curling-team,"Before the 2022 Winter Olympic games began, two athletes had already made history - Australia’s first Olympic curling team. With no dedicated curling rink in Australia, the team’s unlikely Olympic debut took a series of series of dramatic turns once they reached Beijing.Reporter Kieran Pender speaks to Laura Murphy-Oates about their journey to the Olympics and why the team was nearly sent home early",2022-02-10,Presented by Laura Murphy-Oates and reported by Kieran Pender. Produced by Joe Koning Jake Morcom and Laura Brierley Newton. Sound design by Joe Koning and mix by Camilla Hannan Executive Producers Laura Murphy-Oates Miles Martignoni and Gabrielle Jackson.
How the Northern Territory lost control of Covid-19,https://www.theguardian.com/australia-news/audio/2022/feb/09/how-the-northern-territory-lost-control-of-covid-19,"With coronavirus cases across the Northern Territory hitting record highs and remote communities suffering severe shortages of essential items, Aboriginal organisations have labelled the government response a “catastrophic failure”. However the NT chief minister, Michael Gunner, says the territory’s response “remains the best in the world”.Laura Murphy-Oates speaks to Indigenous Affairs editor Lorena Allam about what went wrong in the Northern Territory",2022-02-09,"Reported by Lorena Allam and presented by Laura Murphy-Oates; produced by Laura Brierley Newton, Karishma Luthria and Jane Lee; mixing and sound design by Camilla Hannan; the executive producers are Gabrielle Jackson, Miles Martignoniand Laura Murphy-Oates"
