title,link,description,published,contributors
David Marr confronts his family’s history,https://www.theguardian.com/australia-news/audio/2023/oct/10/david-marr-confronts-his-familys-history-full-story-podcast,"While researching his ancestors, journalist and Guardian Australia contributor David Marr discovered some of them were officers in the Native Police, an armed force that committed massacres against Indigenous Australians in the 1880s.He speaks to Jane Lee about how the discovery led him to face his family’s ugly past",2023-10-10,"Presented by Jane Lee with David Marr. Produced by Daniel Semo and James Milsom, who also did the sound design and mixing. Executive producers Miles Martignoni and Hannah Parkes"
‘We don’t want your backyard’: Briggs on why he’s campaigning for yes,https://www.theguardian.com/australia-news/audio/2023/oct/09/we-dont-want-your-backyard-briggs-on-why-hes-campaigning-for-yes-full-story-podcast,Laura Murphy-Oates reports from the Now and Forever concert in the regional Victorian town of Shepparton. She speaks to Yorta Yorta rapper Adam Briggs about why he is advocating for a yes vote and about the power of comedy and community to counter misinformation,2023-10-09,Hosted and produced by Laura Murphy-Oates. Produced by Phoebe McIlwraith. Sound designed by Joe Koning and Daniel Semo. The executive producer is Miles Martignoni.
Newsroom edition: why we don’t have time for politics when it comes to the climate crisis,https://www.theguardian.com/australia-news/audio/2023/oct/06/newsroom-edition-why-we-dont-have-time-for-politics-when-it-comes-to-the-climate-crisis-full-story-podcast,"Over the course of just 24 hours several communities in Australia have fled their homes as bushfires threaten their properties, only to return home to flood warnings. These local disasters come as extreme heat sweeps the globe. In the words of one climate scientist, average global temperatures in September were ‘absolutely gobsmackingly bananas’. Gabrielle Jackson speaks to Guardian Australia editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about why we need to act now to stop global heating",2023-10-06,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Joe Koning.  Executive producer is Gabrielle Jackson
The farcical political history of high speed rail,https://www.theguardian.com/australia-news/audio/2023/oct/04/how-my-missed-train-became-a-2000-taxi-ride-full-story-podcast,"Rural and regional editor Gabrielle Chan tells Jane Lee why a simple missed train resulted in an epic six-hour, 600km cab journey.And she discusses what her experience says about the state of the nation’s rail network after 40 years of shelved election promises",2023-10-04,Presented by Jane Lee with Gabrielle Chan. Produced by Karishma Luthria. Sound design and mix by Joe Koning. Executive producer Hannah Parkes
The voice AMA: The ‘father of reconciliation’ Patrick Dodson calls for ‘courage’,https://www.theguardian.com/australia-news/audio/2023/oct/03/the-voice-ama-the-father-of-reconciliation-patrick-dodson-calls-for-courage-full-story-podcast,"With just 10 days until the referendum and early voting now open across the country, the no vote is still ahead – but the latest Guardian Essential poll has recorded the first positive shift towards yes in several months.This week, Laura Murphy-Oates speaks to Labor senator and Yawuru man Patrick Dodson, commonly referred to as the ‘Father of Reconciliation’, about the need for courage in politics after the referendum and how a no vote would ‘tarnish’ Australia’s international standing",2023-10-03,Hosted by Laura Murphy-Oates. Produced by Phoebe McIlwraith and Daniel Semo. Sound design by Joe Koning. The executive producer is Miles Martignoni
Why are so many adults being diagnosed with ADHD?,https://www.theguardian.com/australia-news/audio/2023/oct/02/why-are-so-many-adults-being-diagnosed-with-adhd-full-story-podcast,"Matilda Boseley was 23 when she was diagnosed with ADHD after viewing countless videos on Tik Tok about the condition. With the diagnosis came relief, but also a lot of unanswered questions: why are so many adults only discovering they have ADHD now? And why are girls so often overlooked when it comes to diagnosis? Matilda Boseley speaks to Laura Murphy-Oates about her new book The Year I Met My Brain  You can support the Guardian at theguardian.com/fullstorysupport",2023-10-02,Presented by Laura Murphy-Oates with Matilda Boseley produced by Daniel Semo Allison Chan and Joe Koning who also did the sound design and mix. Executive producer Hannah Parkes
Chinese Australians caught in a diplomatic rift,https://www.theguardian.com/australia-news/audio/2023/oct/02/chinese-australians-caught-in-a-diplomatic-rift-full-story-podcast,"Prime minister Anthony Albanese is preparing to visit China for the first time in coming months. But as Labor continues to try to stabilise the relationship between the two nations, Chinese Australian communities say they are facing higher levels of racism, suspicion and hostility as a direct result of diplomatic tensions between the countries in recent years",2023-10-02,"Presented and reported by Jane Lee. Produced by James Milsom and Daniel Semo, who also did sound design and mixing. Executive producer: Miles Martignoni"
Anthony Albanese on the final push forward for the voice,https://www.theguardian.com/australia-news/audio/2023/sep/30/anthony-albanese-on-the-final-push-forward-for-the-voice-full-story-podcast,"In this episode of Full Story we replay political editor Katharine Murphy’s interview with the prime minister, Anthony Albanese.They discuss why a yes vote is still possible and how the push for constitutional recognition for Aboriginal and Torres Strait Islander peoples has raised the national conversation around Indigenous rights.",2023-09-30,Presented by Katharine Murphy. Produced by Miles Herbert and Camilla Hannan. Executive producer Miles Martignoni.
Newsroom edition: a bird call to action,https://www.theguardian.com/australia-news/audio/2023/sep/29/newsroom-edition-a-bird-call-to-action-full-story-podcast,"Australia has the most diverse birdlife on the planet. But one in six are now threatened, and this year nine more have been listed as even closer to extinction. Since 2017, Guardian Australia has run bird of the year – a biennial competition to find the country’s favourite avian species, have a bit of fun, and to draw attention to their desperate fight for survival.Gabrielle Jackson speaks to editor-in-chief Lenore Taylor and national news editor Patrick Keneally about why voting for your favourite bird can help protect native species.",2023-09-29,Presented by Gabrielle Jackson with Lenore Taylor and Patrick Keneally. Produced by Miles Herbert and Joe Koning. Executive producer Gabrielle Jackson
The voice AMA: Rachel Perkins on the final weeks of the campaign,https://www.theguardian.com/australia-news/audio/2023/sep/28/the-voice-ama-rachel-perkins-on-the-final-weeks-of-the-campaign-full-story-podcast,"With Australia going to the polls in just over two weeks, Warren Mundine’s claims that the Uluru Statement is a ‘symbolic declaration of war’ has stoked widespread outrage. In this episode of the special Full Story series The voice Ask Me Anything, Yes23 co-chair and filmmaker Rachel Perkins breaks down the ‘disgraceful set of lies’ promoted by some no supporters, and answers your questions about race in the constitution, misinformation and the history of Indigenous advisory bodies. Treaty Before Voice convenor Boe Spearim explains why he’s voting no, and answers your questions about treaty and Blak sovereignty  Check out our voice explainer and the latest voice poll results",2023-09-28,Hosted by Laura Murphy-Oates. Produced by Phoebe McIlwraith and Allison Chan. Sound design by James Milsom. Executive producer Miles Martignoni
