title,link,description,published,contributors
Finding Afghanistan in the Australian outback – Full Story summer,https://www.theguardian.com/australia-news/audio/2023/jan/09/finding-afghanistan-in-the-australian-outback-full-story-summer,"Hazara refugee and photographer Muzafar Ali fled Afghanistan in 2012 and arrived in Adelaide via Indonesia. In his quest to find belonging in a new country, Muzafar goes back in time to the Afghan cameleers, who migrated to Australia 160 years ago and whose camel trains became the foundation of the rural economy. Joey Watson follows Muzafar’s journey to discover the past and present of the cameleers and Australia’s colonial history",2023-01-09,Presented by Laura Murphy-Oates with Joey Watson. Produced by Joey Watson. Series producer Ellen Leabeater. Sound design and mix by Camilla Hannan. Executive producer Molly Glassey
Why Jane Austen is a ‘problematic fave’ for women of colour – Full Story Summer,https://www.theguardian.com/australia-news/audio/2023/jan/06/why-jane-austen-is-a-problematic-fave-for-women-of-colour-full-story-summer,"What does a white woman writing in the 18th century have in common with South Asian women in the 21st century? Allison Chan speaks to Sarah Malik and Sharmini Kumar – both women of colour – about their identification and affinity with Jane Austen, and the complex relationship with the western literary ‘canon’ and colonisation",2023-01-06,Presented by Laura Murphy-Oates with Allison Chan. Produced by Allison Chan. Production assistance Karishma Luthria. Series producer Ellen Leabeater. Executive producer Gabrielle Jackson
"A woman, a bike, an impossible goal? – Full Story Summer",https://www.theguardian.com/australia-news/audio/2023/jan/05/a-woman-a-bike-an-impossible-goal-full-story-summer,Four thousand kilometres. Thirteen days. This is the record Kristina Rivers is attempting to break to be the fastest woman to cycle from Cottesloe Beach in Perth to Manly Beach in Sydney. Why does someone set such an ambitious goal? And what does it take to achieve it? Ellen Leabeater follows Kristina’s journey,2023-01-05,"Presented by Laura Murphy-Oates with Ellen Leabeater. Produced by Ellen Leabeater, Daniel Semo, Karishma Luthria and Emily Waterson. Sound design and mix Daniel Semo. Executive producer Gabrielle Jackson"
"In the synth gym with machines used by Kate Bush, Vangelis and R2-D2 – Full Story Summer",https://www.theguardian.com/australia-news/audio/2023/jan/04/in-the-synth-gym-with-machines-used-by-kate-bush-vangelis-and-r2-d2-full-story-summer,"Housing hundreds of working and often rare synthesisers, the Melbourne Electronic Sound Studio allows anyone to come in and play on machines such as the CS-80, that was used by composer Vangelis for the Blade Runner soundtrack, or the Fairlight CMI – used by Kate Bush and Peter Gabriel – or the ARP 2600, which provided the voice of R2-D2 in Star Wars. It’s a space dedicated to inclusion and access, specifically for those underrepresented in electronic music. Camilla Hannan follows three people with a passion for synths to create a sonic portrait of the studio",2023-01-04,Presented by Laura Murphy-Oates with Camilla Hannan. Produced and sound designed by Camilla Hannan. Series producer Ellen Leabeater. Executive producer Laura Murphy-Oates
How to tell your parents you want to be a comedian – Full Story Summer,https://www.theguardian.com/australia-news/audio/2023/jan/03/how-to-tell-your-parents-you-want-to-be-a-comedian-full-story-summer,"How do you tell your brown parents you’re pursuing a career in comedy? In a frank and hilarious interview, comedian Jeremy Franco is interviewed by Guardian Australia audio producer Karishma Luthria about the challenges facing south Asian content creators – from confronting stereotypes to accurately reflecting lived experience",2023-01-03,Presented by Karishma Luthria with Jeremy Franco. Produced by Karishma Luthria and Allison Chan. Supervising producer Ellen Leabeater. Executive producer Laura Murphy-Oates
Cockatoo v human: the battle of the bins – Full Story Summer,https://www.theguardian.com/australia-news/audio/2023/jan/02/cockatoo-v-human-the-battle-of-the-bins-full-story-summer,"It’s human against cockatoo in what experts have called an ‘interspecies innovation arms race’. Residents in some Sydney suburbs have been locked in battle for decades trying to secure their trash from increasingly canny bin-raiding cockies. Laura Murphy-Oates captures the frustration of the residents of Stanwell Park, and celebrates the learning and adaptability behaviours of the cheeky cockatoo",2023-01-02,Presented by Laura Murphy-Oates with Donna Lu. Produced by Karishma Luthria and Camilla Hannan. Executive producer Laura Murphy-Oates
Revisited: Uncovering the truth of a historic police shooting at Uluru,https://www.theguardian.com/australia-news/audio/2022/dec/30/revisited-uncovering-the-truth-of-a-historic-police-shooting-at-uluru,"In 1934, Pitjantjatjara man Yukun was killed in a police shooting at Uluru. For decades, his remains were kept in a museum. After a journey of discovery involving a long-lost diary and a forensic search of hundreds of Aboriginal remains, Yukun has finally been laid to rest by his descendants – nearly 90 years after his death.In this episode from October, Indigenous affairs editor Lorena Allam finds out what really happened to Yukun, and travels to Uluru to witnesses his return home",2022-12-30,"Presented by Lorena Allam with Laura Murphy-Oates; produced by Joe Koning, who also did the sound design and mixing. The executive producer of this episode was Laura Murphy-Oates"
Revisited: the radical plan to move a country,https://www.theguardian.com/australia-news/audio/2022/dec/29/revisited-the-radical-plan-to-move-a-country,"For years, politicians and scientists have been talking about the prospect of climate migration, but in Fiji – where this process has already begun – a national blueprint has been developed to relocate at-risk villages, and the rest of the world is watching.In this episode from November, Pacific editor Kate Lyons goes to Fiji to see what this plan looks like in action and the true cost of leaving your home behind",2022-12-29,Presented by Laura Murphy-Oates with Kate Lyons; produced by Karishma Luthria; sound design and mixing by Camilla Hannan; the executive producer of this episode was Laura Murphy-Oates
Revisited: The ugly truth about beauty filters,https://www.theguardian.com/australia-news/audio/2022/dec/28/revisited-the-ugly-truth-about-beauty-filters,"So-called ‘beauty filters’ have become commonplace for selfies on social media, offering users an instantly made-up, blemish-free version of themselves to share with the world online. Some believe these filters reinforce unrealistic, western beauty standards, with some content creators resorting to drastic measures in order to fit the mould.In this episode from June, Full Story producer Karishma Luthria speaks to content creators and social media reporter Matilda Boseley about the harms social media beauty filters cause and what can be done to reduce their impact",2022-12-28,"Presented by Jane Lee with Karishma Luthria and Matilda Boseley; produced by Ellen Leabeater, Karishma Luthria and Daniel Semo; the executive producers are Gabrielle Jackson, Miles Martignoni and Laura Murphy-Oates."
Revisited: Australia’s first transgender priest on breaking ground and a bruising political debate,https://www.theguardian.com/australia-news/audio/2022/dec/27/revisited-australias-first-transgender-priest-on-breaking-ground-and-a-bruising-political-debate,"In February, debate over the Morrison government’s religious discrimination bill – and the right for religious schools to expel transgender kids – reached fever pitch, dividing religious communities and the Liberal party.In the wake of this moment, Laura Murphy-Oates spoke to Rev Josephine Inkpin, Australia’s first transgender minister appointed in a mainstream church. Inkpin reflected on her life, the political fight over transgender rights and the place of queer people in the church",2022-12-27,"Presented by Laura Murphy-Oateswith reporting by Celina Ribeiro; produced by Jake Morcom, Karla Arnalland Joe Koningwho also did the sound design; mixing by Daniel Semo; the executive producer of this episode was Laura Murphy-Oates"
