title,link,description,published,contributors
Revisited: Home to Biloela,https://www.theguardian.com/australia-news/audio/2022/dec/26/revisited-home-to-biloela,"In this episode from June, we revisit the moment the Nadesalingam family returned to their home town of Biloela in central Queensland, after more than four years in immigration detention. During that time the Tamil family became the face of Australia’s strict asylum seeker policies.Queensland reporter Eden Gillespie documents the family’s return home, and Priya Nadesalingam discusses life after detention",2022-12-26,"Presented by Eden Gillespie with Laura Murphy-Oates; field recording by Mike Bowers; produced by Joe Koning, Karishma Luthria and Jane Lee; sound design and mixing by Daniel Semo"
Katharine Viner on 2022,https://www.theguardian.com/australia-news/audio/2022/dec/23/katharine-viner-on-2022,"The Guardian’s editor-in-chief, Katharine Viner, talks about how the newspaper covered a year that witnessed war in Europe, three UK prime ministers, the death of the Queen and a winter of industrial strife",2022-12-23,Presented by Michael Safi with Katharine Viner; produced by Tom Glasser and Rudi Zygadlo; executive producer Phil Maynard
Katharine Murphy on a year of political change,https://www.theguardian.com/australia-news/audio/2022/dec/22/katharine-murphy-on-a-year-of-political-change,"This year Australia has seen a change of government, the introduction of a large progressive crossbench and a slew of concerns, from the rising cost of living to modern threats against national security. Guardian Australia’s political editor, Katharine Murphy, talks to Jane Lee about the Albanese government’s achievements and biggest challenges going into the new year",2022-12-22,Presented by Jane Lee with Katharine Murphy. Produced by Karishma Luthria and Jane Lee. Sound design and mixing by Camilla Hannan. Executive producer  Gabrielle Jackson
2022 in sport: the moments that took our breath away,https://www.theguardian.com/australia-news/audio/2022/dec/21/2022-in-sport-the-moments-that-took-our-breath-away,"2022 was a thrilling year in sport with the games and the crowds returning in force and Australian athletes such as Ash Barty, Stephanie Gilmore, Garang Kuol and others making international headlines.Guardian Australia’s sport editor, Mike Hytner, joins Laura Murphy-Oates to discuss the future of football in Australia after the Fifa World Cup, the athletes walking away at their peak and the sporting moments that took our breath away in 2022",2022-12-21,"Presented by Laura Murphy-Oates with Mike Hytner; produced by Miles Herbert, Karishma Luthriaand Ellen Leabeater; sound design and mixing by Camilla Hannan; the executive producer of this episode is Laura Murphy-Oates"
"2022 in culture: Australian music, prestige TV and awards show fiascos",https://www.theguardian.com/australia-news/audio/2022/dec/19/2022-in-culture-australian-music-prestige-tv-and-awards-show-fiascos,"In 2022, nightlife, theatre and music festivals came back across Australia, but wild weather and Covid-19 made for a bumpy landing. The year also delivered a dazzling array of film, prestige TV (including an Australian-made international hit) and a series of awards show fiascos.Guardian Australia’s culture editor Steph Harmon and culture editorial assistant Michael Sun dive into the year in culture and the arts, and discuss the most exciting things coming up in 2023",2022-12-19,"Presented by Michael Sun, Steph Harmonand Laura Murphy-Oates; produced by Karishma Luthria and Joe Koningwho also did the sound design and mixing; the executive producer of this episode was Laura Murphy-Oates"
Adam Morton on Australia and the climate crisis: what happened in 2022 and what’s next?,https://www.theguardian.com/australia-news/audio/2022/dec/19/adam-morton-on-australia-and-the-climate-crisis-what-happened-in-2022-and-whats-next,"Labor has had a number of environmental priorities, from trying to slow the rapid decline of Australia’s natural environment to seeking greater influence at international climate talks. Guardian Australia climate and environment editor Adam Morton talks to Jane Lee about how the new government has started to change Australia’s approach to the climate emergency and the challenges ahead in 2023",2022-12-19,"Presented by Jane Lee, with Adam Morton. Produced by Allison Chan and Jane Lee. Sound design and mixing by Camilla Hannan. Executive producer Gabrielle Jackson"
The most pivotal stories of the year – with Lenore Taylor and Mike Ticher,https://www.theguardian.com/australia-news/audio/2022/dec/16/the-most-pivotal-stories-of-the-year-with-lenore-taylor-and-mike-ticher,"The election of a new government in May brought a renewed sense that politics could be done differently. But for many, the challenges of the past few years continue. Flooding has left communities across the country struggling to rebuild, while the Covid pandemic is still threatening society’s most vulnerable.In this episode of Full Story, Gabrielle Jackson talks to Lenore Taylor and Mike Ticher about the stories that defined the year",2022-12-16,Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Camilla Hannan. Executive produced by Gabrielle Jackson
Building for end times: the boom in bunkers,https://www.theguardian.com/australia-news/audio/2022/dec/15/building-for-end-times-the-boom-in-bunkers,"Threat of nuclear war and a global pandemic have spurred a boom in individuals purchasing survival bunkers, says author Bradley Garrett   How to listen to podcasts: everything you need to know",2022-12-15,"Presented by Hannah Moore with Bradley Garrett. Produced by  Rose de Larrabeiti,Natalie Ktena, Axel Kacoutié and Adam Brandsbury. Executive producer Elizabeth Cassin"
How to Covid-proof your Christmas,https://www.theguardian.com/australia-news/audio/2022/dec/14/how-to-covid-proof-your-christmas,As Australians head into their first Christmas break without mandatory isolation requirements for those who test positive to Covid-19 the Doherty Institute’s director Prof Sharon Lewin answers your questions about how you and your family can best avoid coronavirus during the festive season,2022-12-14,"Presented by Jane Lee, produced by Allison Chan, sound design and mixing by Camilla Hannan, executive producers Gabrielle Jackson, Molly Glassey, Laura Murphy-Oates"
The far-right radical in Israel’s new government,https://www.theguardian.com/australia-news/audio/2022/dec/13/the-far-right-radical-in-israels-new-government,Itamar Ben-Gvir has spent a lifetime on the fringes of Israeli politics. He was once considered so extreme that he wasn’t allowed to serve in the Israeli army. Now he is the country’s security minister. Bethan McKernan reports,2022-12-13,Presented by Michael Safi with Bethan McKernan. Produced by Alex Atack and Axel Kacoutié. Executive producer Phil Maynard.
