title,link,description,published,contributors
"Arise, Sir David Beckham",https://www.theguardian.com/australia-news/audio/2025/jun/17/arise-sir-david-beckham-full-story-podcast,On Friday it was announced that David Beckham was to receive his knighthood – the fruits of a campaign for the honour that started more than a decade ago.So why now? And what does it say about the UK’s honours system – and its class system – that it took so long?Longtime Beckham watcher Zoe Williams speaks to Helen Pidd,2025-06-17,Presented by Helen Pidd with Zoe Williams; produced by Ivor Manley and Ross Burns; executive producer is Sami Kent
The politics of an all Māori album: Marlon Williams,https://www.theguardian.com/australia-news/audio/2025/jun/16/the-politics-of-an-all-maori-album-marlon-williams-full-story-podcast,"Aotearoa/New Zealand artist Marlon Williams spent five years on his latest album, Te Whare Tīwekaweka, which is entirely in the Māori language. The release coincides with the current New Zealand coalition government limiting the use of the Indigenous language in the public service, and the suspension of three MPs who performed a Māori haka in protest of a bill which has been criticised as reversing Indigenous rights. Marlon Williams speaks to Reged Ahmad about singing in his first language on the international stage, and performs a song from the album in the Guardian Australia studio   You can support the Guardian at theguardian.com/fullstorysupport",2025-06-16,"Presented by Reged Ahmad. Produced by Allison Chan, Karishma Luthria and Ima Caldwell. Sound design and mixing by Daniel Semo. The executive producer of Full Story is Hannah Parkes"
Back to Back Barries: Albanese prepares to face ‘toxic’ Trump – podcast,https://www.theguardian.com/australia-news/audio/2025/jun/14/back-to-back-barries-albanese-prepares-to-face-toxic-trump-podcast,"In the lead-up to Anthony Albanese’s trip to the G7 summit in Canada, Barrie Cassidy and Tony Barry discuss the Pentagon’s Aukus review as well as the two countries’ contrasting views on sanctions on Israeli politicians.Also in this episode: will Tasmanian voters punish Labor for pushing them into another election? And what did trade unionist Bill Kelty say to Bob Hawke that made him cry?",2025-06-14,Presented by Barrie Cassidy and Tony Barry; produced by Camilla Hannan; theme tune by Joe Koning; the executive producer is Hannah Parkes
Will the Aukus submarine deal go belly up?,https://www.theguardian.com/australia-news/audio/2025/jun/13/will-the-aukus-submarine-deal-go-belly-up-full-story-podcast,"The US Department of Defense has announced a review of the Aukus submarine deal, just days before Australia’s prime minister is due to meet Donald Trump at the G7 summit in Canada.Political reporter Josh Butler tells Nour Haydar what this means for relations between the two countries and why it throws Australia’s defence strategy into doubt",2025-06-13,Presented by Nour Haydar with Josh Butler; produced by Karishma Luthria and Allison Chan and Ima Caldwell ; sound design by Miles Martignoni ; executive producer is Hannah Parkes
The shocking death toll from inaction in prisons,https://www.theguardian.com/australia-news/audio/2025/jun/11/the-shocking-death-toll-from-inaction-in-prisons-full-story-podcast,"A Guardian Australia investigation reveals the government inertia behind the suicide crisis in Australian jails. Dozens of inmates have killed themselves in the past two decades using ligature points that authorities knew about, but failed to remove. Reporters Ariel Bogle and Christopher Knaus speak to Reged Ahmad about why the warnings are still being ignored and what it will take to stop these preventable deaths",2025-06-11,"Presented by Reged Ahmad with Ariel Bogle and Christopher Knaus. Produced by Allison Chan, Karishma Luthria and Ima Caldwell. Sound design by Camilla Hannan. The executive producer is Hannah Parkes"
Palestinian journalist Plestia Alaqad ‘living in two different worlds’ since fleeing Gaza,https://www.theguardian.com/australia-news/audio/2025/jun/10/palestinian-journalist-plestia-alaqad-living-in-two-different-worlds-since-fleeing-gaza-full-story-podcast,"Millions around the world watched Palestinian journalist Plestia Alaqad as she documented online her life under Israeli attack after 7 October 2023. Now she has released a memoir: a collection of diary entries, recounting living under siege and her love for her homeland. She speaks with Nour Haydar about life during and after fleeing the war   You can support the Guardian at theguardian.com/fullstorysupport",2025-06-10,Presented by Nour Haydar. Produced by Nour Haydar and Karishma Luthria. Additional production by Ima Caldwell. Sound design and mix by Camilla Hannan. The executive producer of Full Story is Hannah Parkes
​Trump takes on the LA protesters and Elon Musk,https://www.theguardian.com/australia-news/audio/2025/jun/09/trump-takes-on-the-la-protesters-and-elon-musk-full-story-podcast,"Donald Trump’s decision to deploy 2,000 national guard troops against demonstrators protesting against widespread immigration crackdowns in Los Angeles has been criticised as the ‘act of a dictator’. Washington DC bureau chief David Smith tells Nour Haydar why the US president’s attack on the protests is a diversion from his feud with billionaire Elon Musk   You can support the Guardian at theguardian.com/fullstorysupport",2025-06-09,Presented by Nour Haydar with David Smith. Produced by Karishma Luthria and Ima Caldwell. Sound design and mix by Miles Martignoni. The executive producer of the episode is Miles Martignoni
Missing in the Amazon: the disappearance – episode 1 – podcast,https://www.theguardian.com/australia-news/audio/2025/jun/09/missing-in-the-amazon-the-disappearance-episode-1-podcast,"Three years ago, British journalist Dom Phillips and Brazilian Indigenous defender Bruno Pereira vanished while on a reporting trip near Brazil’s remote Javari valley. The Guardian’s Latin America correspondent, Tom Phillips, investigates what happened in the first episode of a new six-part investigative podcast series   Listen to the whole series here: theguardian.com/mita",2025-06-09,"Reported and hosted by Tom Phillips; Joshua Kelly; series producers Poppy Damon, Ana Ionova and Leticia Leite; series development Redzi Bernard; sound designers Pascal Wyse and Simon Panyi; music supervisor Pascal Wyse; executive producer Nicole Jackson; original music composition Stela Nesrine; artword by Auá Mendes; with thanks to Orland Possuelo, Cristóvão Negreiros Pissango, Jonathan Watts, Alessandra Sampaio, Beatriz Matos, Gareth Phillips, Sian Phillips and Tiago Rogero. Field recordings from the Amazon rainforest by Gareth Fry. Actors: Amanda de Andrade, Igor Pedroso, Felipe Pacheco"
Back to Back Barries: ​shifting alliances abroad and at home – podcast,https://www.theguardian.com/australia-news/audio/2025/jun/07/back-to-back-barries-shifting-alliances-abroad-and-at-home-podcast,"Barrie Cassidy and Tony Barry take a look under the hood of the week in Australian politics. They examine the Albanese government’s response to US requests to increase defence spending, the extended fall out from the North West Shelf licence approval and the continuing pressure on the Liberal party – this time at the state level",2025-06-07,Presented by Barrie Cassidy and Tony Barry; produced by Camilla Hannan; the executive producer is Miles Martignoni
"Death cap mushrooms, foraging and a dehydrator: Erin Patterson takes the stand",https://www.theguardian.com/australia-news/audio/2025/jun/06/death-cap-mushrooms-foraging-and-a-dehydrator-erin-patterson-takes-the-stand-full-story-podcast,"After nearly a month of hearing experts, witnesses and police officers testify, this week Erin Patterson herself took to the stand. Patterson is facing three charges of murder and one of attempted murder – after she served a beef wellington lunch laced with death cap mushrooms – at her house in regional Victoria in 2023. She’s pleaded not guilty to those charges. Justice and courts reporter Nino Bucci takes Reged Ahmad through some of the key moments of her evidence, as she tells her side of the story",2025-06-06,"Presented by Reged Ahmad with Nino Bucci. Produced by Allison Chan and Daniel Semo, who also did the sound design. The executive producer is Miles Martignoni"
