title,link,description,published,contributors
Newsroom edition: is Albanese letting Dutton set the political agenda?,https://www.theguardian.com/australia-news/audio/2025/jan/23/is-albanese-letting-dutton-set-the-political-agenda-full-story-podcast,"As an election year begins, both the prime minister Anthony Albanese and the opposition leader Peter Dutton have started laying out their priorities and setting the tone for the upcoming election. But with Donald Trump returning to the White House, and as horrific antisemitic attacks continue to dominate our politics, both leaders have found themselves battling for headlines. Bridie Jabour talks with editor-in-chief Lenore Taylor and head of newsroom Mike Ticher about whose pre-election message is cutting through and connecting with voters  Please fill out our audience survey here: theguardian.com/fullstorysurvey",2025-01-23,Presented by Bridie Jabour with Lenore Taylor and Mike Ticher. Produced by Cinnamon Nippard and Miles Herbert
Are culture wars and crime an election-winning strategy?,https://www.theguardian.com/australia-news/audio/2025/jan/22/are-culture-wars-and-an-election-winning-strategy-full-story-podcast,"As the opposition leader, Peter Dutton, warms up for the federal election campaign, he’s quick to tell voters he’s a strong man in politics who’s tough on crime – a message he’s kept consistent since his maiden speech. Guardian Australia’s Queensland correspondent, Ben Smee, and political reporter Sarah Basford Canales tell Nour Haydar the Coalition’s campaign centres on culture wars and crime  Please fill out our audience survey here: theguardian.com/fullstorysurvey",2025-01-22,Presented by Nour Haydar with Sarah Basford Canales  and  Ben Smee; produced by Karishma Luthria and Laura Corrigan; sound design by Cinnamon Nippard; executive producer  Hannah Parkes
The second coming of Donald Trump,https://www.theguardian.com/australia-news/audio/2025/jan/21/the-second-coming-of-donald-trump-full-story-podcast,"Donald Trump has been sworn in as the 47th president of the United States and has vowed to ‘put America first’ in his inauguration ceremony at the US Capitol rotunda. The chief Washington correspondent, David Smith, tells Reged Ahmad what it was like inside Trump’s inauguration ceremony and what the new president’s executive orders reveal about his populist priorities for his second term  ​Please fill out our audience survey here: theguardian.com/fullstorysurvey",2025-01-21,Presented by Reged Ahmad with David Smith; produced by Allison Chan and Miles Herbert; sound design by Camilla Hannan; executive producer is Hannah Parkes
Hope and fear as a Gaza ceasefire begins,https://www.theguardian.com/australia-news/audio/2025/jan/20/hope-and-fear-as-a-gaza-ceasefire-begins-full-story-podcast,"For over a year the flash of bombs and deafening sound of explosions have filled the night sky over Gaza. Now, finally, there is a ceasefire.Nour Haydar speaks to Mostafa Rachwani about how the deal has brought the refugee community in Australia some relief but why, after 15 months of war, many are fearful that the peace won’t last",2025-01-20,Presented by Nour Haydar with Mostafa Rachwani. Produced by Miles Herbert and Karishma Luthria. Sound design and mix by Cinnamon Nippard. Executive producer Hannah Parkes
Do multivitamins work?,https://www.theguardian.com/australia-news/audio/2025/jan/20/do-multivitamins-work-full-story-podcast,"Multivitamins offer the promise of guiding us to ultimate health. But are all vitamins created equal, and is there proof behind the wellness claims?Reged Ahmad talks with science writer Donna Lu about the multi-promises of multivitamins",2025-01-20,Presented by Reged Ahmad with Donna Lu. Produced by Luca Ittimani; sound design and mixing by Camilla Hannan; executive producer is Hannah Parkes
"Finally, a ceasefire in Gaza",https://www.theguardian.com/australia-news/audio/2025/jan/18/finally-a-ceasefire-in-gaza-full-story-podcast,The Guardian’s Jerusalem correspondent Bethan McKernan explains the pact reached between Israel and Hamas to halt fighting  You can support the Guardian at theguardian.com/fullstorysupport,2025-01-18,Presented by Michael Safi with Bethan McKernan produced by Alex Atack and Hannah Varrall; Executive producer Sami Kent
Labor’s attempt to reboot the NBN,https://www.theguardian.com/australia-news/audio/2025/jan/17/labors-attempt-to-reboot-the-nbn-full-story-podcast,The federal government is promising $3bn to improve the national broadband network – but is this enough to fix Australia’s internet? Reged Ahmad talks to reporter Josh Taylor about why the NBN remains expensive and slow compared with many other countries’ internet and what can be done to make it better,2025-01-17,Presented by Reged Ahmad with Josh Taylor. Produced by Luca Ittimani and Laura Corrigan. Sound design by Camilla Hannan. The executive producer is Hannah Parkes
‘The entire community is just gone’: inside the Los Angeles wildfires,https://www.theguardian.com/australia-news/audio/2025/jan/15/the-entire-community-is-just-gone-inside-the-los-angeles-wildfires-full-story-podcast,Gabrielle Canon reports from Los Angeles on the wildfires destroying homes and communities  You can support the Guardian at theguardian.com/fullstorysupport,2025-01-15,Presented by Michael Safi with Gabrielle Canon. Produced by Lucy Hough and Phoebe McIndoe. Executive producer Elizabeth Cassin
A history-making moment at the Australian Open,https://www.theguardian.com/australia-news/audio/2025/jan/14/a-history-making-moment-at-the-australian-open-full-story-podcast,"When 26-year-old Hady Habib stepped out on to court 13 at Melbourne Park on Sunday, he was already making history even before defeating his opponent. Later today, he will face the world No 14, Ugo Humbert, in the second round of the Australian Open.Nour Haydar speaks to the trailblazing tennis player about how his success has been a source of celebration for Lebanese Australians and his family at home, who have endured months of war and devastation",2025-01-14,Presented and produced by Nour Haydar ; additional production by Miles Herbert ; sound design and mixing by Camilla Hannan; the executive producer is Hannah Parkes
The world braces for Trump 2.0,https://www.theguardian.com/australia-news/audio/2025/jan/14/the-world-braces-for-trump-20-full-story-podcast,"He’s not even US president yet, but Donald Trump is already dominating the headlines – from his scot-free sentencing to his talk of invading Greenland. His term is set to be full of surprises, but is it what his supporters voted for?Reged Ahmad talks to Washington DC bureau chief David Smith about the noisy lead-up to Trump’s second go, and what to expect in the first days of his rule",2025-01-14,Presented by Reged Ahmad with David Smith. Produced by Laura Corrigan with sound design and mixing by Cinnamon Nippard.  Miles Herbert was executive producer of this episode
