title,link,description,published,contributors
Craig Kelly and the dangers of misinformation - with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/feb/05/craig-kelly-and-the-dangers-of-misinformation,Lenore Taylor and Mike Ticher join Full Story podcast host Gabrielle Jackson to discuss Scott Morrison’s public rebuke of Craig Kelly’s spread of Covid-19 misinformation and what responsibilities politicians and the media have in reporting on the pandemic and conspiracy theories,2021-02-05,Hosted by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Martignoni
Dark money: who is bankrolling federal politics?,https://www.theguardian.com/australia-news/audio/2021/feb/04/dark-money-who-is-bankrolling-federal-politics,"On Monday the yearly data on federal political donations was released, with the identity of donors and the amount they donated made available to the public. However, due to Australia’s lax donation laws, millions of dollars known as ‘dark money’ was not accounted for. Christopher Knaus explains how undeclared donations have infiltrated Australian politics and explores the flaws with the federal political donations system",2021-02-04,Reported by Christopher Knausand presented by Laura Murphy-Oates. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoniand Gabrielle Jackson
The fight to change the laws gagging survivors of sexual assault,https://www.theguardian.com/australia-news/audio/2021/feb/03/the-fight-to-change-the-laws-gagging-survivors-of-sexual-assault,"For decades, legislation in multiple Australian states outlawing the identification of sexual assault victims – with the possibility of jail time for both the survivor and the journalist – has prevented some survivors who wish to tell their stories from speaking out.In this episode, ‘Sandra’ and documentary-maker Blue Lucine speak about their three-year journey to tell Sandra’s story. Plus the journalist Nina Funnell explores the fight to change these laws",2021-02-03,Presented by Laura Murphy-Oates and reported by Blue Lucine and Nina Funnell. Produced byJoe Koning and Ellen Leabeater. The executive producers are Miles Martignoni and Gabrielle Jackson
How will Biden deal with the US's pandemic problem?,https://www.theguardian.com/australia-news/audio/2021/feb/02/how-will-biden-deal-with-the-uss-pandemic-problem,Jonathan Freedland speaks to the Pulitzer prize-winning author and journalist Laurie Garrett about what Joe Biden needs to do to get a grip on the Covid crisis in the US,2021-02-02,Presented by Jonathan Freedland  with Laurie Garrett. Produced by Danielle Stephens. Introduced by Laura Murphy-Oates
The women fighting to be child-free,https://www.theguardian.com/australia-news/audio/2021/feb/01/the-women-fighting-to-be-child-free,"The pandemic has caused many people to think about whether they really want children. But practical options for women who choose not to remain limited. Health reporter Melissa Davey explores how women are being routinely denied access to permanent sterilisation procedures, and how that may be risking their health",2021-02-01,"Reported by Melissa Davey and presented by Laura Murphy-Oates. Produced by Miles Herbert, Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson"
Why Brazilians are taking the Covid crisis into their own hands,https://www.theguardian.com/australia-news/audio/2021/jan/29/why-brazilians-are-taking-the-covid-crisis-into-their-own-hands,"Tom Phillips, the Guardian’s Latin America correspondent, looks at the surge of infections in the Brazilian state of Amazonas that has left many hospitals without the most basic supplies and has prompted yet more protests against Brazilian president Jair Bolsonaro",2021-01-29,Presented by Rachel Humphreys and reported by Tom Phillips. Produced by Hannah Moore and Axel Kacoutié. The executive producers are Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates
What does a vaccinated Australia look like?,https://www.theguardian.com/australia-news/audio/2021/jan/28/what-does-a-vaccinated-australia-look-like,"With the Covid-19 vaccine set to roll out in late February, life is about to change. In this episode, Guardian Australia health reporter Melissa Davey speaks about what the vaccines will actually do, who will get them first, and the long road ahead after vaccination",2021-01-28,Presented by Laura Murphy-Oates and reported by Melissa Davey. Produced by Miles Herbert and Ellen Leabeater. The executive producers are Miles Martignoni and Gabrielle Jackson
"Two years on from Australia's banking royal commission, why has progress stalled?",https://www.theguardian.com/australia-news/audio/2021/jan/27/two-years-on-from-australias-banking-royal-commission-why-has-progress-stalled,"When the banking royal commission wrapped up in early 2019, the government said it was committed to enacting change. Senior business reporter Ben Butler explains how two years on, most recommendations have either been delayed or abandoned",2021-01-27,Presented by Laura Murphy-Oates and reported by Ben Butler. Produced by Joe Koning. The executive producers are Miles Martignoniand Gabrielle Jackson
Amy McQuire on Invasion Day and the importance of truth-telling,https://www.theguardian.com/australia-news/audio/2021/jan/26/amy-mcquire-on-invasion-day-and-the-importance-of-truth-telling-for-children,"Darumbal and South Sea Islander journalist Amy McQuire talks to Laura Murphy-Oates about how her new children’s book, Day Break, honours the resilience of Indigenous families as they mark 26 January. McQuire also explains why Australia Day is not a day for celebration, and the need to remember our history of frontier violence",2021-01-26,Featuring Amy McQuire and presented by Laura Murphy-Oates. Produced by Joe Koning and Miles Herbert. The executive producers are Miles Martignoni and Gabrielle Jackson
Will bitcoin ever be a viable currency?,https://www.theguardian.com/australia-news/audio/2021/jan/25/will-bitcoin-ever-be-a-viable-currency,"In 2013 James Howells threw out a computer hard drive containing bitcoin. Last week he again asked his local council for permission to dig for it at his local dump as he believes it is now worth about £200m. The Guardian’s UK technology editor, Alex Hern, discusses the rise of bitcoin and whether it should be banned",2021-01-25,"Presented by Rachel Humphreys with Alex Hern. Produced by Sam Colbert, T Kyle MacMahon and Axel Kacoutié. The executive producers are Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates"
