title,link,description,published,contributors
Brittany Higgins and the toxic culture of Australian politics – with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2021/feb/19/brittany-higgins-and-the-toxic-culture-of-australian-politics-with-lenore-taylor,"Lenore Taylor and Mike Ticher discuss the allegations made by a former Liberal staffer, the government’s response and what it will take to change the longstanding culture of parliamentary politics in Australia",2021-02-19,Hosted by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Rafqa Touma and Ryan Pemberton. Executive producer is Miles Martignoni
Why Australia’s visa system is forcing people to fly overseas in a pandemic,https://www.theguardian.com/australia-news/audio/2021/feb/18/why-australias-visa-system-is-forcing-people-to-fly-overseas-in-a-pandemic,"In Australia, people applying for some visas must travel overseas to get them approved. Despite the health risks – and the possibility this travel could spark another outbreak in Australia – some visa applicants have still been forced to make these trips during the pandemic.Reporter Christopher Knaus explains how this policy has affected the lives of one Brisbane couple, and the moves to change this system.",2021-02-18,Reported by Christopher Knausand presented by Laura Murphy-Oates. Produced by Ellen Leabeaterand Joe Koning. The executive producers are Gabrielle Jacksonand Miles Martignoni.
Sarah Wilson on how the wellness community fell prey to conspiracies,https://www.theguardian.com/australia-news/audio/2021/feb/17/sarah-wilson-on-how-the-wellness-community-fell-prey-to-conspiracies,"The journalist and author found international fame with I Quit Sugar – a New York Times bestselling book that launched a movement. She speaks to Laura Murphy-Oates about how the online wellness community became a hotbed for conspiracy theories and misinformation, and what we can do about it  How Australia became fertile ground for misinformation and QAnon",2021-02-17,Reported by Sarah Wilson and presented by Laura Murphy-Oates. Produced by Ellen Leabeater and  Joe Koning. The executive producers are Miles Martignoniand Gabrielle Jackson
Alexei Navalny: how Vladimir Putin put his opponent behind bars,https://www.theguardian.com/australia-news/audio/2021/feb/16/alexei-navalny-how-vladimir-putin-put-his-opponent-behind-bars,Moscow correspondent Andrew Roth was in the courtroom when Alexei Navalny was sentenced to more than three years in prison. He tells Rachel Humphreys why it was such a dramatic moment – and what it could mean for the future of Russia’s opposition,2021-02-16,"Presented by Rachel Humphreys with Andrew Roth. Produced by Courtney Yusuf and Axel Kacoutié. Executive producers are  Nicole Jackson, Mythili Rao andPhil Maynard. Additional production by Joe Koning"
Valentines: how Phil and Jackie stay together,https://www.theguardian.com/australia-news/audio/2021/feb/15/valentines-how-phil-and-jackie-stay-together,"After 34 years together, Melbourne couple Phil Kafcaloudes and Jackie Rees-Kafcaloudes have had some tough conversations about kids, ageing and the meaning of commitment. Alexandra Spring talks to the couple about how they stay together",2021-02-15,Reported by Alexandra Springand presented by Laura Murphy-Oates. Produced by Miles Herbertand Joe Koning. The executive producers are Miles Martignoniand Gabrielle Jackson.
"The Nationals, net zero and the opportunity cost for Australia – with Lenore Taylor",https://www.theguardian.com/australia-news/audio/2021/feb/12/the-nationals-net-zero-and-the-opportunity-cost-for-australia-with-lenore-taylor,"This week, the Coalition debated what it would exempt from a policy to achieve a target of net zero emissions by 2050 – a policy and a target that do not currently exist. Guardian Australia editor Lenore Taylor and head of news Mike Ticher discuss what’s at stake while Australia fails to act on climate change",2021-02-12,Hosted by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Ryan Pemberton. The executive producer is Miles Martignoni
Will the Crown inquiry lead to a shakeup of Australia’s casino industry?,https://www.theguardian.com/australia-news/audio/2021/feb/11/will-the-crown-inquiry-lead-to-a-shakeup-of-australias-casino-industry,"On Tuesday, an independent inquiry found that Crown Resorts – Australia’s largest gaming and entertainment group – is unsuitable to hold a casino licence in the state of New South Wales. Reporter Anne Davies steps through the key findings and outlines what this could mean for both Crown Resorts, and the future of the casino industry in Australia",2021-02-11,"Presented by Laura Murphy-Oates and reported by Anne Davies. Produced by Miles Herbert, Joe Koning and Ellen Leabeater. The executive producers are Miles Martignoni and Gabrielle Jackson"
Why the platypus is starting to disappear,https://www.theguardian.com/australia-news/audio/2021/feb/10/why-the-platypus-is-starting-to-disappear,The platypus has all but disappeared from South Australia and has been listed as vulnerable in Victoria. Now researchers are pushing for nationwide threatened species status. Guardian Australia’s environment reporter Graham Readfearn discusses what is happening to this incredibly unusual mammal,2021-02-10,Presented by Laura Murphy-Oates and reported by Graham Readfearn. Produced by Ellen Leabeater and Joe Koning. The executive producers are Miles Martignoni and Gabrielle Jackson
Inside LA’s Covid crisis,https://www.theguardian.com/australia-news/audio/2021/feb/09/inside-las-covid-crisis,"Guardian US correspondent Sam Levin visits Martin Luther King Jr community hospital in Los Angeles county, an area battling one of the worst Covid outbreaks in the US",2021-02-09,Presented by Rachel Humphreys with Sam Levine. Produced by Sami Kent and Axel Kacoutié. The executive producers are Nicole Jackson and Phil Maynard. Introduced by Laura Murphy-Oates
Collingwood football club and its reckoning with racism,https://www.theguardian.com/australia-news/audio/2021/feb/08/collingwood-football-club-and-its-reckoning-with-racism,"After an independent investigation, the Do Better report highlighted a culture of structural racism at the Collingwood AFL club. After the report’s release, comments from the club’s president – media personality Eddie McGuire – raised concerns about how the issue would be dealt with.Guardian Australia’s Indigenous affairs editor Lorena Allam discusses the history of racist controversies linked to the club and the need for leadership when reckoning with structural racism",2021-02-08,Reported by Lorena Allam and presented by Laura Murphy-Oates. Produced by Ellen Leabeater and Ryan Pemberton. Executive producers are Miles Martignoni and  Gabrielle Jackson
