title,link,description,published,contributors
Newsroom edition: why a hung parliament may be good for Australia,https://www.theguardian.com/australia-news/audio/2025/apr/25/newsroom-edition-why-a-hung-parliament-may-be-good-for-australia-full-story-podcast,"With the election campaign sputtering to the finish line, much of the coverage has concentrated on the two major parties, and most of their policy offerings have focused on the cost of living. Critics have pointed to the lack of substance and bold policy offerings from both Labor and the Coalition. But polls show about a third of voters are expected to vote for an independent candidate or one from a minor party, with a minority government looking like a distinct possibility.Bridie Jabour talks to editor Lenore Taylor and head of newsroom Mike Ticher about why the trend away from the major parties may make the parliament more productive",2025-04-25,"Presented by Bridie Jabour, with Lenore Taylor and Mike Ticher. Produced by Miles Herbert and Daniel Semo. Video production by Aston Brown"
The new commentators who could swing this election,https://www.theguardian.com/australia-news/audio/2025/apr/23/the-new-commentators-who-could-swing-this-election-full-story-podcast,"Debate about influencers, content creators and their role in political commentary and coverage has made the 2025 federal election campaign different from previous years. At the same time, the demographic split of voters has also changed significantly: for the first time, gen Z and millennial voters will outnumber baby boomers.Guardian reporter Rafqa Touma speaks to two of the most high-profile Australian creators on social media: Hannah Ferguson of Cheek Media Co and Konrad Benjamin, the creator behind Punter’s Politics",2025-04-23,"Presented by Nour Haydar and Rafqa Touma; produced by Allison Chan , MiMi Aye and Eelemarni Close-Brown; sound design and mix by Camilla Hannan; the executive producer is Hannah Parkes"
Bearing witness in Gaza: an Australian doctor returns,https://www.theguardian.com/australia-news/audio/2025/apr/23/bearing-witness-in-gaza-an-australian-doctor-returns-full-story-podcast,"When British-Australian doctor Mohammed Mustafa walked into the terminal at Perth airport last week, there were hundreds of people waiting to welcome him back. He touched down after spending weeks on a medical mission, volunteering at the last fully functioning hospital in Gaza City. Mustafa speaks to Nour Haydar about what he witnessed, why he would not hesitate to go back into the centre of a humanitarian crisis and his message to the political leaders of Australia",2025-04-23,Presented by Nour Haydar; produced by Karishma Luthria and Camilla Hannan; sound design and mix by Daniel Semo. Executive producer is Hannah Parkes
"How Pope Francis changed the Catholic church, and what happens next",https://www.theguardian.com/australia-news/audio/2025/apr/22/how-pope-francis-changed-the-catholic-church-and-what-happens-next-full-story-podcast,"Just hours after wishing the world a happy Easter, the 267th head of the Roman Catholic church passed away. What was his legacy and who will take his place? Catherine Pepinster reports",2025-04-22,Presented by Michael Safi with Catherine Pepinster ; produced by Hannah Moore and Rudi Zygadlo ; the executive producer is Homa Khaleeli
Live like a Dane: lessons from one of the happiest places on Earth,https://www.theguardian.com/australia-news/audio/2025/apr/22/live-like-a-dane-lessons-from-one-of-the-happiest-places-on-earth-full-story-podcast,"Are you looking for the secret to happiness? Journalist Helen Russell thinks she found the answer after embracing hygge (the Danish art of cosiness), friluftsliv (the joy of the open air), and janteloven (realising you’re no better than others) while living in Denmark. But are these life lessons from one of the happiest places on Earth all they’re cracked up to be?Helen Russell talks to Reged Ahmad about her decade living like a Dane",2025-04-22,Presented by Reged Ahmad with Helen Russell. Produced by Anushri Sood and Karishma Luthria. Sound design and mixing by Miles Martignoni. Executive producer is Miles Herbert
Gina episode 4: the first-born son,https://www.theguardian.com/australia-news/audio/2025/apr/21/gina-episode-4-the-first-born-son-full-story-podcast,"Twenty years ago John Hancock had dinner with his mother, Gina Rinehart. He says it’s the last positive interaction he had with her. In an in-depth interview, he explains how his relationship with his mother fell apart and discusses a high-stakes legal case that could threaten the foundations of her empire.  Listen and subscribe to the Gina Podcast at theguardian.com/gina",2025-04-21,Presented by Sarah Martin. Series producer Joe Koning. Research and additional production by Luca Ittimani. The executive producer is Shelley Hepworth. Head of audio Miles Martignoni
Back to Back Barries: is it all over for the Coalition?,https://www.theguardian.com/australia-news/audio/2025/apr/17/back-to-back-barries-is-it-all-over-for-the-coalition,"Just over halfway into the election campaign, Australians have now heard from both major parties on their solutions to the housing crisis. But with the flooding of media messaging, are voters able to tell the difference in what’s being offered? And while there have been missteps on both sides – Peter Dutton pulling his son in front of the cameras, and Anthony Albanese’s awkward moment with Tanya Plibersek – the odds are increasingly in Labor’s favour. Barrie Cassidy and Tony Barry discuss why we could get majority Labor government, what happens when politicians deploy their family on the campaign trail, and how Donald Trump is the unavoidable third candidate in this election  See all our Australian election 2025 coverage Get our breaking news email, free app or daily news podcast",2025-04-17,Presented by Barrie Cassidy and Tony Barry; produced by Camilla Hannan; Executive producer is Hannah Parkes
"Anthony Albanese on Trump, Gaza and Dutton",https://www.theguardian.com/australia-news/audio/2025/apr/17/anthony-albanese-on-trump-gaza-and-dutton-full-story-podcast,"With two weeks to go until polling day, the prime minister speaks to Full Story.In this wide-ranging interview, political reporter Josh Butler and Full Story co-host Nour Haydar ask Anthony Albanese about the global upheaval caused by Donald Trump, the epidemic of violence against women and whether he thinks Labor can unseat Peter Dutton",2025-04-17,Presented by Nour Haydar with Josh Butler. Produced by Allison Chan and Miles Herbert.  Additional production by Eelemarni Close-Brown    Sound design and mix by Camilla Hannan. The Executive producer is Hannah Parkes
Why Labor and the Coalition’s housing policies could make the crisis worse,https://www.theguardian.com/australia-news/audio/2025/apr/17/why-labor-and-the-coalitions-housing-policies-could-make-the-crisis-worse-full-story-podcast,"For many Australians, home ownership is a dream that keeps getting further and further away. Over the weekend, Labor and the Coalition announced policies they say will help more people buy their first home. But will these plans only drive house prices higher?Nour Haydar talks with economist Saul Eslake about why he thinks these policies would make matters worse",2025-04-17,Presented by Nour Haydar with Saul Eslake. Produced by Miles Herbert and Eelemarni Close-Brown. The executive producer of Full Story is Hannah Parkes
Rebecca Huntley on the threat to democracy of isolation and distrust,https://www.theguardian.com/australia-news/audio/2025/apr/15/rebecca-huntley-on-the-threat-to-democracy-of-isolation-and-distrust-full-story-podcast,"Knee-deep in an election campaign, politicians on both sides have been touring the country trying to win over the public.But how closely are Australians paying attention?In a wide-ranging conversation, social researcher Rebecca Huntley speaks to Nour Haydar about how decreasing participation in society and declining interest in the news are profoundly changing the character of the country – and reshaping our politics",2025-04-15,"Presented by Nour Haydar with Rebecca Huntley. Produced by Allison Chan, Anushri Sood and Karishma Luthria. Sound design and mix by Daniel Semo. The executive producer of Full Story is Hannah Parkes"
