title,link,description,published,contributors
Australia’s queer community is under attack – are our laws letting it down?,https://www.theguardian.com/australia-news/audio/2023/mar/30/australias-queer-community-is-under-attack-are-our-laws-letting-it-down-full-story-podcast,"Just days after a group performed the Nazi salute on the steps of Victoria’s state parliament at an anti-trans rights rally, a mob in Sydney attacked an LGBTQ+ protest group. Australia’s LGBTQ+ advocates say attacks on the country’s queer community are increasing – and claim that the protections offered by Australian law are lacking.Laura Murphy-Oates talks to non-binary performance artist and activist Kitty Obsidian and Guardian Australia journalist Cait Kelly about whether the country’s laws are failing to protect the queer community",2023-03-30,"Presented by Laura Murphy-Oates with Cait Kelly and Kitty Obsidian; produced by Laura Brierley Newton, Camilla Hannan and Tegan Nicholls; the executive producer is  Miles Martignoni"
Aston byelection: Dutton’s high-stakes battle for the suburban Melbourne seat,https://www.theguardian.com/australia-news/audio/2023/mar/29/aston-by-election-duttons-high-stakes-battle-for-the-suburban-seat,"On Saturday, residents in the Melbourne electorate of Aston will vote to decide which candidate should replace the former Liberal cabinet minister Alan Tudge, who held the seat for 13 years. The byelection has been cast as Peter Dutton’s first major test as federal opposition leader in a state where the Liberal party recently lost its third election in a row.Chief political correspondent Paul Karp joins Jane Lee to discuss the battle for Aston, what it means for Peter Dutton and how people in the area are thinking about their vote.",2023-03-29,"Presented by Jane Lee with Paul Karp, Produced by Karishma Luthria, Jane Lee, Camilla Hannan and Daniel Semo who also did the sound design and mixing. The executive producer is Molly Glassey"
Turning words into actions: the next steps for the Indigenous voice,https://www.theguardian.com/australia-news/audio/2023/mar/28/turning-words-into-actions-the-next-steps-for-the-indigenous-voice-full-story-podcast,We now know both the proposed question and changes to the constitution we would see if Australians vote yes to legislating the Indigenous voice to parliament. Indigenous affairs editor Lorena Allam talks to Jane Lee about what this wording means practically and how it has been received,2023-03-28,"Presented by Jane Lee with Lorena Allam. Produced by Karishma Luthria, Allison Chan, Daniel Semo and Miles Herbert. The Executive producer is Miles Martignoni"
Australia’s kids are hooked on vapes – what are we doing about it?,https://www.theguardian.com/australia-news/audio/2023/mar/27/australias-kids-are-hooked-on-vapes-what-are-we-doing-about-it,"The health minister has accused the vaping industry of making a ‘new generation of nicotine addicts’ amid rising reports of vaping addiction in teenagers and nicotine poisoning in toddlers. This comes as a vaping reform inquiry reveals an ‘overwhelming’ number of health experts and authorities support tighter border controls around nicotine vaping products.Medical editor Melissa Davey explores what Australia’s vaping crackdown – expected within the year – could look like, and the impact of vaping on kids",2023-03-27,"Presented by Laura Murphy-Oates with Melissa Davey; produced by Karishma Luthria, Camilla Hannan and Daniel Semo. Executive producers  Miles Martignoni and Laura Murphy-Oates"
How Labor swept to power in NSW – and what’s next?,https://www.theguardian.com/australia-news/audio/2023/mar/26/how-labor-swept-to-power-in-nsw-and-whats-next,"Chris Minns is now the premier of New South Wales. After 12 years in opposition, Labor will form a majority government. With an inexperienced frontbench, it faces a set of immediate challenges, while also having to tackle some of its key election promises – such as bringing in thousands of new nurses, teachers and paramedics amid a nationwide shortage.NSW state correspondent Michael McGowan explains how the night unfolded and what the state can expect under a Minns government",2023-03-26,Presented by Gabrielle Jackson with Michael McGowan. Produced by Miles Herbert. The executive producer is Miles Martignoni
Does Labor’s climate policy meet this critical moment?,https://www.theguardian.com/australia-news/audio/2023/mar/24/does-labors-climate-policy-meet-this-critical-moment,"The Intergovernmental Panel on Climate Change (IPCC) has once again delivered the world a dire warning. This latest plea has cast fresh light on a long and fraught domestic debate. Is Labor’s key climate policy good enough to significantly curb emissions and will the Greens agree to a deal without a guaranteed ban on any new coal and gas projects?Gabrielle Jackson talks to the climate and environment editor, Adam Morton, and live news editor, Patrick Keneally, about whether Labor’s key climate policy will address the urgent call to action from the IPCC",2023-03-24,Presented by Gabrielle Jackson with Adam Morton and Patrick Keneally. Produced by Miles Herbert and Joe Koning. Executive produced by Gabrielle Jackson
Why were neo-Nazis at an anti-trans rally in Melbourne?,https://www.theguardian.com/australia-news/audio/2023/mar/22/why-were-neo-nazis-at-an-anti-trans-rally-in-melbourne,"Last Sunday a group of men dressed in black performed the Nazi salute on the steps of the Victorian parliament, amid a clash between protesters for and against transgender rights.Jane Lee speaks to Victorian state correspondent Benita Kolovos about what happened and Lydia Khalil, a senior research fellow at Deakin University and project director at the Lowy Institute, about the rise of far-right extremism in Victoria and why they’re targeting LGBTQ+ communities in Australia",2023-03-22,"Presented by Jane Lee. Produced by Miles Herbert, Allison Chan, Laura Murphy-Oates and Joe Koning. The executive producer is Miles Martignoni"
How the Catholic church is blocking survivor compensation claims,https://www.theguardian.com/australia-news/audio/2023/mar/22/how-the-catholic-church-is-blocking-survivor-compensation-claims,"Some Australian Catholic orders and dioceses are trying to stop survivors’ compensation claims for clergy abuse from going ahead in cases where the alleged perpetrator has died, arguing this prevents the church from receiving a fair trial. It’s a move designed to pressure survivors into accepting smaller amounts, their lawyers say, and is at the heart of an upcoming high court battle.Guardian Australia reporter Christopher Knaus speaks to Jane Lee about why the church appears to be returning to the aggressive approach it once took to save money and silence survivors",2023-03-22,"Presented by Jane Lee with Christopher Knaus. Produced by Laura Brierley Newton, Karishma Luthria and Allison Chan. Sound design and mixing by Joe Koning. Executive producer Miles Martignoni."
"How AI fooled Centrelink, and could fool you",https://www.theguardian.com/australia-news/audio/2023/mar/21/how-ai-fooled-centrelink-and-could-fool-you,"Thanks to artificial intelligence, faking someone’s voice is easier than ever – all you need is a few minutes of audio. An investigation by Guardian Australia has found that this technology is able to fool a voice identification system that’s used by the Australian government to secure the private information of millions of people.Data and interactives editor Nick Evershed explains how he discovered this security flaw and AI expert Toby Walsh explores how this technology could potentially make it easier than ever to steal someone’s identity or commit scams",2023-03-21,"Presented by Laura Murphy-Oates, Nick Evershed and Toby Walsh; produced by Laura Brierley Newton, Miles Herbert and Camilla Hannan. The executive producers are Miles Martignoni and Laura Murphy-Oates"
The BBC’s spectacular own goal,https://www.theguardian.com/australia-news/audio/2023/mar/20/the-bbcs-spectacular-own-goal,"A tweet by Gary Lineker led to his suspension by the BBC and set off a weekend of chaos in its schedules. Now with a truce agreed, Archie Bland reports on whether it can hold",2023-03-20,"Presented by Michael Safi with Archie Bland. Produced by Alex Atack, Tom Glasser and Rudi Zygadlo. Executive producer Phil Maynard"
