title,link,description,published,contributors
"Aukus is here to stay, is it worth the risk? – with Lenore Taylor",https://www.theguardian.com/australia-news/audio/2023/mar/17/aukus-is-here-to-stay-is-it-worth-the-risk-with-lenore-taylor,"After the landmark Aukus announcement, the former prime minister Paul Keating launched a blistering attack on the government – calling the trilateral agreement the ‘worst deal in history’. The response from China was even more pointed, accusing Australia of a cold war mentality and participating in an arms race. But despite all the sound and fury, are we any closer to understanding the geopolitical risks of this momentous commitment?Gabrielle Jackson talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, about the need for scrutiny of the Aukus agreement",2023-03-17,"Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher. Produced by Miles Herbert, and Camilla Hannan. Executive producer Gabrielle Jackson"
How did robodebt collect debts unlawfully for five years? | Full Story podcast,https://www.theguardian.com/australia-news/audio/2023/mar/16/how-did-robodebt-collect-debts-unlawfully-for-five-years,"Hearings into the royal commission into robodebt have just wrapped up. Over many months, the commission heard from public servants, politicians and people affected by the scheme and a picture began to form of how the program continued for so long when so many concerns were raised.Social affairs and inequality editor Luke Henriques-Gomes speaks to Jane Lee about the key moments in the royal commission and why robodebt was allowed to go on for so long, despite repeated warnings of legal and ethical concerns",2023-03-16,"Presented by Jane Lee with Luke Henriques-Gomes; produced by Karishma Luthria, Allison Chan and Jane Lee; additional production by Miles Herbert and Joe Koning. Sound design and mixing by Camilla Hannan. The executive producer is Gabrielle Jackson."
Why is Australia spending up to $368bn on submarines?,https://www.theguardian.com/australia-news/audio/2023/mar/15/why-is-australia-spending-up-to-368bn-on-submarines,"On Tuesday new details of the Aukus agreement – described as the most significant multilateral defence partnership in generations – were unveiled. Australia’s acquisition of nuclear-powered submarines is meant to increase security and stability in the Indo-Pacific but the cost will be eye-watering and the project has drawn criticism from world leaders and former prime ministers.Laura Murphy-Oates speaks to Guardian Australia’s foreign affairs and defence correspondent, Daniel Hurst, about the risks and rewards of the Aukus agreement",2023-03-15,"Presented by Laura Murphy-Oates with Daniel Hurst; produced by Allison Chan, Miles Herbert and Joe Koning; the executive producer is Miles Martignoni"
Israel and the West Bank: a week of rage and rampage,https://www.theguardian.com/australia-news/audio/2023/mar/14/israel-and-the-west-bank-a-week-of-rage-and-rampage,"Escalating violence by Israeli settlers in the occupied Palestinian territories is happening amid unprecedented anti-government protests. It’s no coincidence, reports Bethan McKernan",2023-03-14,Presented by Michael Safi with Bethan McKernan; produced by Natalie Ktena and Solomon King; executive producer Phil Maynard
"The teals, farmers and traditional owners fighting Santos",https://www.theguardian.com/australia-news/audio/2023/mar/13/the-teals-farmers-and-traditional-owners-fighting-santos,"The rich farmlands of NSW’s Liverpool Plains have long been coveted by fossil fuel companies – BHP and Chinese state-owned Shenhua have both tried and walked away. Now locals are preparing to fight Australian gas giant Santos, which holds the licences for what lies beneath. The rural and regional editor, Gabrielle Chan, tells Jane Lee about the new generation of farmers taking on Santos, alongside traditional owners and teal independent MPs",2023-03-13,"Presented by Jane Lee with Gabrielle Chan. Produced by Allison Chan, Camilla Hannan, Miles Herbert, Laura Brierley Newton and Joe Koning, who also did the sound design and mixing, Theme music by Joe Koning. Executive producers Laura Murphy-Oates, Miles Martignoni"
‘Stop the boats’: Is the UK adopting Australia’s cruel mistakes? - with Lenore Taylor,https://www.theguardian.com/australia-news/audio/2023/mar/10/stop-the-boats-is-the-uk-adopting-australias-cruel-mistakes-with-lenore-taylor,"This week the UK prime minister, Rishi Sunak, promised to ‘stop the boats’ and announced a new hardline stance on immigration. This familiar language shapes familiar policy. The inability to seek asylum, forcible boat turnbacks, offshore and indefinite detention led to an immeasurable human toll in Australia. But two decades later, after implementing a similar ‘solution’, the cruelty of the system remains.Gabrielle Jackson talks to Guardian Australia’s editor-in-chief, Lenore Taylor, and head of news, Mike Ticher, about the enduring inhumanity of Australia’s immigration regime and whether the UK will learn from our mistakes",2023-03-10,"Presented by Gabrielle Jackson with Lenore Taylor and Mike Ticher . Produced by Miles Herbert , and  Camilla Hannan . Executive producer Gabrielle Jackson"
The battle over Labor’s key climate policy,https://www.theguardian.com/australia-news/audio/2023/mar/09/battle-over-labor-climate-policy-greenhouse-gas-emissions-safeguard-mechanism-greens,"Negotiations over Labor’s major climate policy are in deadlock. With the government’s tight deadline to pass its bill to cut greenhouse gas emissions looming, what’s holding up this deal? And what’s at stake if the parties fail to reach a compromise?Guardian Australia’s climate and environment editor Adam Morton joins Jane Lee to discuss the details of Labor’s safeguard mechanism and who will be crucial to its success",2023-03-09,"Presented by Jane Lee with Adam Morton, Produced by Allison Chan , Karishma Luthria, and Jane Lee. Sound design, mixing and theme music by Joe Koning. Executive producers Gabrielle Jackson and Miles Martignoni"
"Ryan, Rugg and the right to work ‘reasonable hours’",https://www.theguardian.com/australia-news/audio/2023/mar/07/monique-ryan-sally-rugg-right-to-work-reasonable-hours,"Teal MP Monique Ryan is being taken to court by her former staffer Sally Rugg – a high-profile LGBTQ+ rights campaigner – over an alleged workplace law breach. Rugg’s lawyers say this case could change working conditions for all commonwealth employees and a larger pool of workers who claim they are being exploited.Laura Murphy-Oates speaks to political reporter Paul Karp about how this case ended up in court, what it could mean for workers across Australia and how it could change who gets to work in federal politics",2023-03-07,"Presented by Laura Murphy-Oates with Paul Karp. Produced by Joe Koning,Miles Herbert and Camilla Hannan. Executive produced by Molly Glassey"
"Crikey, Fox News and Rupert Murdoch’s shocking testimony",https://www.theguardian.com/australia-news/audio/2023/mar/07/crikey-fox-news-and-rupert-murdochs-shocking-testimony,"Media mogul Rupert Murdoch has admitted under oath that several Fox News hosts endorsed false claims that the 2020 election was stolen from Donald Trump and he did nothing to stop it. This testimony - revealed in a landmark defamation case in the United States - could affect another defamation suit brought by Lachlan Murdoch against independent news outlet Crikey.Laura Murphy-Oates talks to Guardian Australia’s media correspondent Amanda Meade and defamation law expert Dr Michael Douglas about the two lawsuits, what they could mean for the future of Fox news and press freedom in Australia",2023-03-07,Presented by Laura Murphy-Oates with Amanda Meade and Dr. Michael Douglas. Produced by Miles Herbert and Camilla Hannan . Executive produced by Molly Glassey
"What’s in the air in East Palestine, Ohio?",https://www.theguardian.com/australia-news/audio/2023/mar/06/whats-in-the-air-in-east-palestine-ohio,"When a train derailed in a small town in Ohio last month, it shed its toxic load, spewed smoke and set off a political firestorm that is still raging",2023-03-06,"Presented by Michael Safiwith Nina Lakhani; produced by Tom Glasser, Redzi Bernard and Solomon King; executive producer Phil Maynard"
